sample_id,bio01_temp,bio12_precip,bio15_precip_season,elevation,landforms,soil_clay,soil_oc,soil_ph,label
4738_0,17.2,1367.0,22.0,38,34,27,3,6.1,3
4763_0,16.0,1329.0,21.0,67,24,22,5,5.9,1
4765_0,15.9,1247.0,19.0,62,34,19,2,6.2,3
4777_0,16.0,1302.0,21.0,58,24,31,3,6.2,5
4783_0,15.6,1210.0,18.0,72,24,24,2,5.8,3
4799_0,16.0,1265.0,19.0,65,24,16,2,5.9,5
4801_0,17.3,1387.0,21.0,37,41,27,2,5.7,5
4802_0,16.8,1356.0,21.0,47,24,36,4,5.9,5
4810_0,14.0,1205.0,16.0,128,21,15,2,5.7,2
4811_0,16.1,1328.0,21.0,66,34,24,6,6.4,3
4843_0,15.7,1244.0,19.0,74,24,29,9,5.4,5
4844_0,15.0,1204.0,17.0,83,24,24,2,5.9,5
4853_0,17.3,1384.0,22.0,35,34,37,3,6.1,1
4865_0,15.6,1220.0,18.0,73,24,12,2,6.2,3
4909_0,15.7,1235.0,19.0,107,21,13,2,5.3,3
4917_0,16.9,1339.0,21.0,42,34,37,4,6.1,5
4928_0,15.9,1234.0,18.0,71,34,29,4,5.7,1
4929_0,16.3,1359.0,20.0,53,24,39,4,5.9,5
4942_0,16.0,1271.0,21.0,68,24,16,2,6.0,1
4943_0,14.9,1237.0,18.0,76,34,37,3,6.4,5
