system:index,bio01_temp,bio12_precip,bio15_precip_season,elevation,label,landforms,soil_clay,soil_oc,soil_ph,.geo
28558_0,168.0,1356.0,21.0,47,190,41,47,4,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28559_0,159.0,1223.0,19.0,74,3,24,23,2,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
28560_0,159.0,1237.0,18.0,70,121,24,13,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28561_0,154.0,1248.0,19.0,68,5,34,36,3,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28563_0,155.0,1270.0,19.0,74,5,24,22,3,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
28566_0,154.0,1251.0,19.0,70,2,34,25,3,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
28568_0,151.0,1251.0,18.0,74,5,24,34,3,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28570_0,153.0,1252.0,18.0,71,2,41,22,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28572_0,161.0,1315.0,22.0,60,122,24,13,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28573_0,158.0,1225.0,19.0,71,3,24,22,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28575_0,155.0,1217.0,17.0,72,190,34,26,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28576_0,173.0,1368.0,22.0,37,5,24,21,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28578_0,142.0,1186.0,17.0,202,176,31,18,3,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28580_0,168.0,1350.0,21.0,44,5,34,46,4,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28583_0,161.0,1318.0,20.0,58,5,24,18,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28584_0,171.0,1386.0,22.0,39,3,24,28,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28588_0,157.0,1248.0,19.0,66,5,34,41,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28589_0,163.0,1404.0,20.0,113,123,21,13,2,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
28590_0,166.0,1316.0,20.0,45,5,24,41,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28593_0,171.0,1389.0,22.0,42,190,21,21,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28594_0,163.0,1399.0,20.0,101,142,21,16,4,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28600_0,170.0,1364.0,21.0,42,5,24,37,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28601_0,160.0,1321.0,21.0,90,121,21,15,2,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28603_0,165.0,1362.0,20.0,47,2,34,17,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28605_0,169.0,1404.0,21.0,72,121,21,18,4,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
28606_0,170.0,1314.0,19.0,48,1,24,20,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28608_0,171.0,1315.0,18.0,56,190,34,26,7,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28613_0,164.0,1270.0,20.0,62,3,24,21,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28615_0,161.0,1251.0,20.0,69,3,34,33,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28616_0,161.0,1256.0,20.0,64,5,24,22,3,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28617_0,158.0,1260.0,20.0,66,5,24,22,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28619_0,168.0,1346.0,21.0,51,190,31,42,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28623_0,169.0,1334.0,21.0,46,5,24,26,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28627_0,147.0,1214.0,18.0,82,2,41,9,1,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
28628_0,167.0,1343.0,21.0,53,190,41,23,3,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28630_0,170.0,1346.0,18.0,44,121,34,26,5,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
28632_0,162.0,1267.0,20.0,59,190,34,23,7,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28633_0,151.0,1198.0,17.0,81,5,41,19,2,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
28638_0,161.0,1265.0,20.0,63,3,24,19,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28648_0,159.0,1347.0,20.0,109,176,21,11,2,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
28649_0,148.0,1233.0,18.0,125,141,21,15,4,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
28651_0,149.0,1216.0,17.0,143,176,34,20,4,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28654_0,166.0,1330.0,20.0,52,190,24,30,23,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28655_0,161.0,1267.0,20.0,63,5,24,24,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28657_0,163.0,1355.0,21.0,49,2,24,23,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28658_0,158.0,1242.0,18.0,68,190,34,30,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28660_0,164.0,1283.0,20.0,57,1,34,16,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28664_0,172.0,1313.0,17.0,46,1,24,15,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28667_0,165.0,1382.0,20.0,45,5,41,21,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28669_0,170.0,1315.0,19.0,43,5,34,41,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28670_0,155.0,1264.0,18.0,74,190,34,26,4,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
28671_0,156.0,1252.0,19.0,66,5,31,36,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28672_0,158.0,1223.0,19.0,69,3,34,26,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28673_0,152.0,1255.0,18.0,88,190,24,29,20,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28674_0,135.0,1180.0,16.0,219,141,21,14,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28677_0,174.0,1385.0,22.0,32,190,34,33,4,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28678_0,160.0,1321.0,20.0,116,121,21,13,2,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
28680_0,158.0,1260.0,20.0,65,5,34,31,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28681_0,146.0,1218.0,19.0,94,5,34,9,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28682_0,161.0,1267.0,19.0,63,3,24,17,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28684_0,170.0,1396.0,21.0,44,5,24,23,2,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
28685_0,160.0,1293.0,20.0,54,26,34,15,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28686_0,170.0,1382.0,22.0,41,5,24,21,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28687_0,162.0,1282.0,20.0,79,124,24,31,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28693_0,160.0,1275.0,19.0,59,3,24,17,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28695_0,167.0,1338.0,20.0,48,111,41,20,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28696_0,158.0,1343.0,20.0,81,1,41,14,2,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28698_0,152.0,1253.0,18.0,71,5,24,38,5,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
28699_0,157.0,1215.0,18.0,71,3,34,28,4,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28700_0,161.0,1275.0,20.0,55,5,24,17,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28703_0,149.0,1254.0,18.0,79,2,34,14,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28705_0,160.0,1268.0,20.0,67,5,24,16,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28709_0,169.0,1319.0,20.0,34,111,34,26,11,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
28710_0,164.0,1280.0,20.0,56,3,24,14,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28711_0,150.0,1252.0,18.0,75,10,41,11,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28712_0,157.0,1239.0,19.0,68,5,24,12,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28714_0,168.0,1327.0,21.0,41,1,24,34,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28716_0,157.0,1245.0,20.0,66,5,24,28,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28718_0,161.0,1317.0,22.0,57,5,24,22,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28727_0,147.0,1191.0,17.0,103,143,31,18,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28735_0,160.0,1288.0,20.0,90,122,24,17,2,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
28740_0,164.0,1352.0,21.0,48,2,34,21,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28741_0,154.0,1262.0,18.0,73,5,34,23,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28742_0,169.0,1314.0,20.0,43,5,34,26,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28743_0,166.0,1408.0,21.0,94,121,21,14,2,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
28748_0,162.0,1328.0,20.0,52,5,24,22,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28749_0,146.0,1208.0,16.0,90,3,24,15,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28750_0,161.0,1313.0,20.0,89,121,31,22,4,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
28751_0,161.0,1264.0,19.0,53,3,24,26,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28754_0,134.0,1181.0,16.0,258,141,21,14,2,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
28755_0,160.0,1235.0,19.0,71,5,34,25,3,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28758_0,162.0,1276.0,20.0,68,123,31,31,4,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28760_0,163.0,1356.0,20.0,50,5,34,41,6,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28762_0,160.0,1282.0,21.0,59,5,24,40,4,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28763_0,136.0,1151.0,16.0,187,141,22,12,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28765_0,153.0,1215.0,17.0,78,3,34,25,26,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28767_0,168.0,1358.0,21.0,44,5,24,38,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28771_0,158.0,1229.0,18.0,71,61,24,26,3,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28772_0,154.0,1254.0,18.0,70,5,34,41,4,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
28773_0,159.0,1237.0,19.0,67,5,24,15,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28774_0,152.0,1248.0,18.0,133,141,21,15,4,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
28775_0,161.0,1250.0,20.0,65,5,34,20,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28776_0,168.0,1364.0,21.0,49,2,24,19,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28777_0,160.0,1301.0,21.0,74,2,34,16,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28780_0,170.0,1329.0,19.0,45,2,24,17,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28782_0,148.0,1219.0,17.0,177,141,42,15,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28783_0,170.0,1394.0,21.0,40,5,34,18,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28786_0,148.0,1226.0,17.0,113,121,21,12,2,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28792_0,173.0,1391.0,22.0,38,5,34,24,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28799_0,140.0,1189.0,16.0,176,121,21,14,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28800_0,169.0,1284.0,19.0,56,1,24,15,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28804_0,147.0,1212.0,18.0,86,5,34,27,4,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28805_0,162.0,1353.0,21.0,51,2,24,22,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28806_0,169.0,1321.0,20.0,55,190,34,21,4,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28807_0,161.0,1264.0,19.0,61,1,24,19,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28809_0,160.0,1345.0,21.0,64,190,24,29,10,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
28810_0,154.0,1290.0,19.0,168,121,21,16,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28816_0,160.0,1329.0,21.0,68,190,24,28,4,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28818_0,161.0,1253.0,20.0,65,5,24,21,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28819_0,155.0,1211.0,18.0,77,61,41,27,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28820_0,170.0,1320.0,20.0,42,5,24,21,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28824_0,162.0,1293.0,20.0,89,122,31,24,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28826_0,151.0,1227.0,18.0,88,5,34,13,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28827_0,171.0,1389.0,22.0,37,5,34,40,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28828_0,168.0,1274.0,19.0,57,3,34,23,24,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28831_0,150.0,1211.0,17.0,83,3,24,24,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28834_0,143.0,1174.0,16.0,166,141,21,12,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28839_0,164.0,1309.0,20.0,57,190,34,30,8,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
28842_0,161.0,1265.0,20.0,62,3,34,23,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28843_0,154.0,1206.0,18.0,75,3,24,26,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28844_0,161.0,1257.0,20.0,64,3,24,25,6,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28845_0,158.0,1234.0,18.0,69,61,24,21,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
28846_0,154.0,1294.0,19.0,176,123,31,16,2,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28847_0,160.0,1253.0,20.0,66,3,24,22,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28849_0,146.0,1212.0,17.0,138,121,21,13,2,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28850_0,159.0,1364.0,20.0,77,5,41,15,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28852_0,160.0,1288.0,20.0,61,3,24,17,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28853_0,160.0,1279.0,20.0,71,190,34,18,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28854_0,166.0,1320.0,20.0,47,5,34,35,2,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
28857_0,165.0,1311.0,20.0,46,111,41,28,9,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28858_0,155.0,1276.0,18.0,73,5,24,27,3,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28859_0,148.0,1233.0,19.0,84,1,24,13,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28861_0,161.0,1321.0,21.0,94,121,31,13,2,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
28863_0,161.0,1320.0,22.0,60,5,24,42,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28865_0,150.0,1217.0,17.0,82,3,34,31,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28866_0,169.0,1368.0,21.0,41,5,24,24,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28868_0,162.0,1328.0,20.0,49,1,24,27,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28869_0,159.0,1272.0,20.0,69,5,34,17,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28871_0,154.0,1256.0,19.0,70,5,34,35,4,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28872_0,167.0,1316.0,20.0,46,5,34,34,4,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28875_0,160.0,1254.0,20.0,62,3,34,30,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28876_0,161.0,1249.0,20.0,67,3,24,16,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28879_0,162.0,1388.0,20.0,70,121,34,14,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28880_0,159.0,1253.0,18.0,62,5,41,30,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28881_0,166.0,1311.0,20.0,51,190,24,30,7,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28882_0,161.0,1316.0,22.0,58,1,24,18,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
28884_0,150.0,1221.0,17.0,85,121,34,26,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28888_0,157.0,1290.0,19.0,105,190,32,15,2,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
28889_0,166.0,1313.0,20.0,43,190,41,32,5,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28891_0,160.0,1288.0,21.0,57,5,34,43,3,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28894_0,154.0,1201.0,18.0,78,3,24,23,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28896_0,160.0,1282.0,20.0,66,190,34,30,7,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28898_0,154.0,1218.0,18.0,77,3,34,23,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28904_0,151.0,1200.0,17.0,81,5,24,18,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28905_0,161.0,1289.0,21.0,66,2,24,20,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28907_0,139.0,1175.0,16.0,213,123,21,16,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28909_0,156.0,1253.0,19.0,66,5,34,38,6,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28912_0,174.0,1379.0,22.0,30,5,34,28,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28916_0,165.0,1317.0,20.0,45,5,34,42,4,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
28921_0,161.0,1253.0,20.0,65,5,24,13,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28924_0,168.0,1282.0,19.0,57,5,24,17,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28925_0,160.0,1248.0,20.0,62,5,34,47,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28926_0,156.0,1237.0,18.0,71,1,34,17,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28927_0,135.0,1170.0,16.0,214,141,41,15,4,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28931_0,172.0,1384.0,21.0,43,190,24,32,5,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28932_0,161.0,1299.0,20.0,92,122,24,29,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28934_0,171.0,1369.0,22.0,38,122,34,27,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28935_0,150.0,1218.0,17.0,83,5,24,26,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28938_0,163.0,1354.0,21.0,52,190,41,25,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
28939_0,162.0,1263.0,20.0,54,122,24,18,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28940_0,154.0,1250.0,19.0,71,2,34,15,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28942_0,167.0,1266.0,20.0,63,3,24,25,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28943_0,162.0,1285.0,20.0,54,190,41,21,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28945_0,161.0,1341.0,22.0,55,3,34,32,3,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
28946_0,152.0,1207.0,18.0,77,5,24,21,2,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28949_0,156.0,1206.0,18.0,75,3,24,18,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28951_0,169.0,1367.0,21.0,42,5,34,40,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28956_0,171.0,1341.0,22.0,39,5,24,44,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28957_0,162.0,1355.0,21.0,50,3,24,38,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28960_0,152.0,1202.0,17.0,78,5,41,12,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28962_0,153.0,1251.0,18.0,72,5,24,11,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28966_0,163.0,1284.0,20.0,59,190,34,18,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28972_0,168.0,1318.0,20.0,58,190,24,26,5,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
28973_0,160.0,1242.0,20.0,64,3,41,18,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
28974_0,161.0,1285.0,20.0,82,122,41,18,2,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
28975_0,152.0,1201.0,17.0,81,5,24,21,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
28976_0,162.0,1286.0,20.0,61,5,24,13,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28977_0,160.0,1286.0,20.0,88,5,34,23,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
28979_0,148.0,1223.0,19.0,97,190,34,19,4,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28984_0,166.0,1281.0,19.0,59,123,34,16,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28985_0,169.0,1359.0,21.0,43,5,24,42,7,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28987_0,160.0,1277.0,20.0,63,5,24,17,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
28988_0,152.0,1254.0,17.0,76,5,41,15,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28991_0,160.0,1308.0,21.0,54,5,41,39,5,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28992_0,168.0,1361.0,21.0,46,5,24,46,4,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
28994_0,160.0,1297.0,21.0,58,5,34,28,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
28996_0,150.0,1199.0,18.0,79,5,41,15,2,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
28997_0,160.0,1389.0,20.0,103,141,21,15,4,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
29001_0,168.0,1286.0,19.0,58,1,24,18,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
29002_0,165.0,1267.0,20.0,56,3,24,21,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
29004_0,170.0,1393.0,22.0,39,5,34,38,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
29005_0,160.0,1294.0,20.0,101,122,31,18,3,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
29007_0,156.0,1278.0,19.0,81,190,41,27,5,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
29013_0,157.0,1242.0,19.0,68,2,24,11,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
29015_0,165.0,1421.0,21.0,103,141,21,13,4,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
29027_0,161.0,1294.0,21.0,61,2,34,19,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
29034_0,169.0,1326.0,20.0,47,190,41,28,8,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
29043_0,162.0,1308.0,20.0,54,1,24,24,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
29044_0,150.0,1220.0,17.0,83,3,24,29,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
29056_0,160.0,1265.0,20.0,68,190,34,32,5,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
29058_0,160.0,1245.0,19.0,67,3,24,27,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
29059_0,170.0,1345.0,21.0,41,3,24,40,4,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
29060_0,172.0,1373.0,22.0,37,5,34,27,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
29063_0,161.0,1333.0,21.0,71,190,24,26,13,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
29064_0,159.0,1379.0,20.0,99,176,34,13,2,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
29066_0,171.0,1317.0,18.0,43,3,34,45,6,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
29067_0,137.0,1186.0,16.0,191,141,32,15,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
29068_0,161.0,1303.0,21.0,89,121,24,14,2,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
29069_0,169.0,1328.0,21.0,45,1,24,24,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
29071_0,163.0,1310.0,20.0,53,2,24,14,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
29074_0,159.0,1240.0,20.0,63,5,24,31,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
29076_0,171.0,1369.0,22.0,40,5,24,34,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
29077_0,163.0,1364.0,20.0,51,5,24,32,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
29080_0,171.0,1337.0,21.0,39,5,24,51,5,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
29082_0,170.0,1340.0,21.0,38,5,24,45,5,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
29083_0,156.0,1248.0,19.0,67,10,34,19,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
29084_0,140.0,1195.0,16.0,179,141,22,14,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
29085_0,173.0,1370.0,22.0,36,5,24,24,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
29086_0,169.0,1303.0,19.0,55,190,41,22,5,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
29087_0,160.0,1327.0,20.0,60,5,34,15,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
29088_0,160.0,1303.0,21.0,68,2,24,13,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
29089_0,153.0,1253.0,18.0,73,10,24,10,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
29090_0,159.0,1317.0,20.0,65,1,34,12,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
29091_0,148.0,1211.0,17.0,84,5,34,29,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
